Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
6343584111,2021-12-04 15:07:12,Morning Run,Run,,6534,16.42,,,false,,,activities/6343584111.gpx,,,6534,5968,16422.380859375,4.656005859375,2.75173950195312,215.831893920898,212.631896972656,64.0999984741211,147.899993896484,12.7695722579956,0.0194856040179729,,,,,,,,,1354.21301269531,,,,,,,,,,,,,,,,0,,1,16757.69921875,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.51337337493896,0,,,,,
6349241267,2021-12-06 05:21:07,finals be like,Run,"Whats black and white and red all over?
Cow in a blender",848,3.28,,,false,,,activities/6349241267.gpx,,,848,848,3285.669921875,5.08999919891357,3.87461066246033,35.4204216003418,37.0204200744629,56.7000007629395,81.5999984741211,6.33310651779175,-0.0486963093280792,,,,,,,,,268.73828125,,,,,,,,,8,,,,,0,36,0,,1,3325.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.87461066246033,0,,,,,
6356118522,2021-12-07 19:42:35,Phone ded,Run,Stop and go and stop and go,4452,13.79,,,false,,,activities/6356118522.gpx,,,4452,4317,13789.9697265625,8.87199974060059,3.19434094429016,177.227630615234,162.128005981445,58,132.100006103516,9.52262878417969,0.109499879181385,,,,,,,,,1137.12133789063,,,,,,,,,,,,,,0,,0,,1,14071.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.09747743606567,495.5,,,,,
6360151185,2021-12-08 19:23:05,Nyeow,Run,Slow then fast,3296,9.67,,,false,,,activities/6360151185.gpx,,,3296,3011,9672.009765625,4.97792959213257,3.21222519874573,106.938682556152,99.5386810302734,64.9000015258789,135.899993896484,15.319149017334,0.0765094384551048,,,,,,,,,794.505249023438,,,,,,,,,5,,,,,0,54,0,,1,9831.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.93446898460388,0,,,,,
6367373940,2021-12-10 18:18:38,A run I do not have time for,Run,I have yet to master the subtle art of pacing ,2546,8.05,,,false,,,activities/6367373940.gpx,,,2546,2274,8053.3798828125,16.7600002288818,3.54150390625,56.4895133972168,50.0895118713379,51,76.6999969482422,7.45649909973145,0.0794697403907776,,,,,,,,,657.028930664063,,,,,,,,,7,,,,,0,72,0,,1,8130.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.16315007209778,0,,,,,
6371919339,2021-12-11 19:35:40,Going to get a charger,Run,Remember to pause Strava,3740,11.27,,,false,,,activities/6371919339.gpx,,,3740,3596,11271.009765625,5.03166675567627,3.13431859016418,137.480224609375,105.98023223877,45,137.899993896484,10.5539808273315,0.279478073120117,,,,,,,,,929.541076660156,,,,,,,,,7,,,,,0,114,0,,1,11502.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.01363897323608,4400.7001953125,,,,,
6380012386,2021-12-13 18:51:31,Trail train out of paintown,Run,Last mile! Yew!!,3973,12.88,,,false,,,activities/6380012386.gpx,,,3973,3757,12887.8603515625,10.5400390625,3.43035936355591,107.088890075684,129.188888549805,42.7000007629395,131.899993896484,8.65511512756348,-0.171479195356369,,,,,,,,,1048.93994140625,,,,,,,,,8,,,,,0,161,0,,1,12980.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.24386119842529,8821.7998046875,,,,,
6384390465,2021-12-14 20:28:25,Fuck,Run,"Won’t you lend your lungs to me?
Mine are collapsing ",1132,3.75,189,19,false,,,activities/6786775652.fit.gz,,,1132,1129,3756.42993164062,5.333984375,3.32721877098083,54,32,185.399993896484,229.800003051758,11.8845977783203,0.622932136058807,,,86,80.573844909668,,159.182388305664,,,226,,19,19,,,,,,,,,,,0,,0,,1,3910,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.31840109825134,1923.80004882813,,,,,
6388130051,2021-12-15 18:45:09,Missed my turn in Druid ,Run,I overdid it Monday w hill sprints :(,2212,6.99,187,58,false,,,activities/6790799842.fit.gz,,,2212,2121,6989.93994140625,5.13601064682007,3.29558706283569,90,100,191.399993896484,246.600006103516,9.69691467285156,-0.125895261764526,,,85,80.560432434082,,169.776412963867,,,436,,20,58,,,,,,7,,,,,0,67,0,,1,7132.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.16000890731812,449.100006103516,,,,,
6391070781,2021-12-16 14:08:16,"Finally, some good fucking running ",Run,"Noshin on the Gnarrrr brah

Shoutout to valeria for eating the pavement for breakfast a quarter mile from the finish",3496,10.37,,,false,,,activities/6391070781.gpx,,,3496,3037,10378.9296875,8.27399921417236,3.41749405860901,116.063079833984,102.66300201416,65.4000015258789,135.899993896484,14.2049589157104,0.129107728600502,,,,,,,,,853.392517089844,,,,,,,,,8,,,,,0,130,0,,1,10560.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.96880149841309,0,,,,,
6404181954,2021-12-19 16:43:10,Running from the cold up in New England ,Run,"Except it’s not really that cold

Running past “Boggy Hole Road” is all the motivation I need to keep going",3585,11.27,189,76,false,,,activities/6808134574.fit.gz,,,3585,3442,11274.7099609375,4.95833349227905,3.27562761306763,39,53,-11.6000003814697,13.3999996185303,8.62640571594238,-0.134814992547035,,,85,82.6914367675781,,163.265869140625,,,683,,12,76,,,,,,,,,,,0,,0,,1,11304.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.14496779441833,0,,,,,
6407681321,2021-12-20 17:43:35,"Speedy Gonzalez, take 1",Run,Procrastinating a final report,1810,6.39,189,35,false,,,activities/6811943481.fit.gz,,,1810,1806,6395.419921875,4.67667627334595,3.54120707511902,19,34,-6.40000009536743,15,12.9143447875977,-0.240797325968742,,,90,83.8005523681641,,162.56787109375,,,379,,11,35,,,,,,7,,,,,0,57,0,,1,6404.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.53338122367859,0,,,,,
6427057368,2021-12-25 18:48:46,Easing back in,Run,Holy ankle ow. New shoes and taking it easy tho. Alieve in my future but it’s not bad,1820,5.47,190,42,false,,,activities/6832800407.fit.gz,,,1820,1801,5472.5,6.46406269073486,3.03858971595764,36,34,-56,-45,11.0957498550415,0.00365465087816119,,,85,79.7271728515625,,165.483474731445,,,351,,25,42,,,,,,6,,,,,0,47,0,,1,5520.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.00686812400818,3329.69995117187,,,,,
6430996490,2021-12-26 20:05:56,TFW you forget to start the clock,Run,"It was 4.2 miles and I sprinted the last straight ok I swear

Bagel time",2,0,,,false,,,activities/6430996490.gpx,,,2,2,6.48000001907349,3.24000000953674,3.24000000953674,0,0,97.0999984741211,97.0999984741211,0,0,,,,,,,,,0.525274038314819,,,,,,,,,,,,,,,,0,,1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.24000000953674,6.5,,,,,
6439726662,2021-12-28 17:25:23,Shoutout to the one kid who bombed the slope on one ski,Alpine Ski,"Wheeeeeee

Sweet parallel turn work ",3648,8.34,127,3,false,,,activities/6846549855.fit.gz,,,3648,1721,8348.599609375,10.4449872970581,4.85101652145386,0,1360,304.399993896484,653.799987792969,-1.48531341552734,-4.13722085952759,,,,,,100.300239562988,,,122,,14,3,,4,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.28854155540466,0,,,,,
6451881720,2021-12-31 14:18:21,Way warmer than it should be,Run,Earn your turns,1943,6.57,186,55,false,,,activities/6859669860.fit.gz,,,1943,1897,6574.72021484375,5.62333154678345,3.46585154533386,51,113,507,603.200012207031,6.5573468208313,-0.921712756156921,,,86,82.0317993164062,,171.074081420898,,,396,,16,55,,,,,,3,,,,,0,15,0,,1,6536.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.38379836082458,722.700012207031,,,,,
6462337071,2022-01-02 16:12:19,Phone straight up froze,Run,lol low 20s in a t shirt and shorts with no cell service was a bad idea but I survived without hypothermia. Call it 4 mi,2232,3.15,,,false,,,activities/6462337071.gpx,,,2232,942,3152.84008789062,4.29000234603882,3.34696388244629,60.3023300170898,60.3023300170898,495.399993896484,548.200012207031,11.0934534072876,0,,,,,,,,,265.643188476563,,,,,,,,,,,,,,,,0,,1,3287.19995117187,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.41256272792816,0,,,,,
6507473807,2022-01-11 16:32:42,3 Minute Mile Totally Wasn’t a GPS Glitch,Run,Im the fastest man alive. Bow down to your god.,3434,11.3,190,89,false,,,activities/6919338922.fit.gz,,,3434,3159,11300.16015625,12.0540037155151,3.57713198661804,130,75,47,122,21.909252166748,0.552204549312592,,,86,80.9723129272461,,170.102020263672,,,655,,10,89,,,,,,5,,,,,0,57,0,,1,11635.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.2906699180603,0,,,,,
6528799835,2022-01-15 17:50:15,Morning Feel Good,Run,,1554,4.99,,,false,,,activities/6528799835.gpx,,,1554,1425,4991.47998046875,10.9539995193481,3.50279307365417,55.1755752563477,35.4755744934082,89.9000015258789,129.800003051758,16.3043613433838,0.394672513008118,,,,,,,,,413.576538085938,,,,,,,,,7,,,,,0,45,0,,1,5117.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.21202063560486,0,,,,,
6544779632,2022-01-18 17:15:06,Easy Breezy!,Run,"Gotta bring water for that last mile. 9:15 or so feels hella sustainable, but I started to wear out toward the end as I got faster. Ice conditions slowed me a bit but not too bad. Hellllll yeah",7732,21.08,,,false,,,activities/6544779632.gpx,,,7732,7107,21083.51953125,4.32607412338257,2.96658492088318,165.079772949219,139.679992675781,89.9000015258789,141.600006103516,35.2569694519043,0.120473243296146,,,,,,,,,1724.19177246094,,,,,,,,,6,,,,,0,187,0,,1,21336,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.72678732872009,0,,,,,
6554695270,2022-01-20 17:54:43,Recovery,Run,Nice and cool,1609,4.99,,,false,,,activities/6554695270.gpx,,,1609,1397,4989.31005859375,5.54599618911743,3.57144594192505,56.7955207824707,48.5955200195312,89.9000015258789,119.5,18.3066062927246,0.164351373910904,,,,,,,,,412.081512451172,,,,,,,,,7,,,,,0,44,0,,1,5099.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.10087633132935,0,,,,,
6574016111,2022-01-24 12:12:19,New semester,Run,I miss break,3520,9.85,185,59,false,,,activities/6990580538.fit.gz,,,3520,2955,9856.4697265625,7.33399677276611,3.33552265167236,124,103,116.800003051758,195.600006103516,10.7942352294922,0.211028933525085,,,85,81.0723648071289,,162.508712768555,,,575,,10,59,,,,,,6,,,,,0,77,0,,1,10103.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.80013346672058,0,,,,,
