Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
6343584111,"Dec 4, 2021, 3:07:12 PM",Morning Run,Run,,6534,16.42,,,false,,,activities/6343584111.gpx,,,6534.0,5968.0,16422.380859375,4.656005859375,2.751739501953125,215.83189392089844,212.63189697265625,64.0999984741211,147.89999389648438,12.769572257995605,0.019485604017972946,,,,,,,,,1354.2130126953125,,,,,,,,,,,,,,,,0.0,,1.0,16757.69921875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.513373374938965,0.0,,,,,""
6349241267,"Dec 6, 2021, 5:21:07 AM",finals be like,Run,"Whats black and white and red all over?
Cow in a blender",848,3.28,,,false,,,activities/6349241267.gpx,,,848.0,848.0,3285.669921875,5.089999198913574,3.874610662460327,35.4204216003418,37.02042007446289,56.70000076293945,81.5999984741211,6.333106517791748,-0.048696309328079224,,,,,,,,,268.73828125,,,,,,,,,8.0,,,,,0.0,36.0,0.0,,1.0,3325.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.874610662460327,0.0,,,,,""
6356118522,"Dec 7, 2021, 7:42:35 PM",Phone ded,Run,Stop and go and stop and go,4452,13.79,,,false,,,activities/6356118522.gpx,,,4452.0,4317.0,13789.9697265625,8.871999740600586,3.194340944290161,177.22763061523438,162.1280059814453,58.0,132.10000610351562,9.522628784179688,0.10949987918138504,,,,,,,,,1137.121337890625,,,,,,,,,,,,,,0.0,,0.0,,1.0,14071.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.097477436065674,495.5,,,,,""
6360151185,"Dec 8, 2021, 7:23:05 PM",Nyeow,Run,Slow then fast,3296,9.67,,,false,,,activities/6360151185.gpx,,,3296.0,3011.0,9672.009765625,4.977929592132568,3.2122251987457275,106.93868255615234,99.53868103027344,64.9000015258789,135.89999389648438,15.319149017333984,0.07650943845510483,,,,,,,,,794.5052490234375,,,,,,,,,5.0,,,,,0.0,54.0,0.0,,1.0,9831.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.934468984603882,0.0,,,,,""
6367373940,"Dec 10, 2021, 6:18:38 PM",A run I do not have time for,Run,I have yet to master the subtle art of pacing ,2546,8.05,,,false,,,activities/6367373940.gpx,,,2546.0,2274.0,8053.3798828125,16.760000228881836,3.54150390625,56.4895133972168,50.08951187133789,51.0,76.69999694824219,7.456499099731445,0.07946974039077759,,,,,,,,,657.0289306640625,,,,,,,,,7.0,,,,,0.0,72.0,0.0,,1.0,8130.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1631500720977783,0.0,,,,,""
6371919339,"Dec 11, 2021, 7:35:40 PM",Going to get a charger,Run,Remember to pause Strava,3740,11.27,,,false,,,activities/6371919339.gpx,,,3740.0,3596.0,11271.009765625,5.0316667556762695,3.1343185901641846,137.480224609375,105.98023223876953,45.0,137.89999389648438,10.553980827331543,0.2794780731201172,,,,,,,,,929.5410766601562,,,,,,,,,7.0,,,,,0.0,114.0,0.0,,1.0,11502.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.013638973236084,4400.7001953125,,,,,""
6380012386,"Dec 13, 2021, 6:51:31 PM",Trail train out of paintown,Run,Last mile! Yew!!,3973,12.88,,,false,,,activities/6380012386.gpx,,,3973.0,3757.0,12887.8603515625,10.5400390625,3.430359363555908,107.0888900756836,129.1888885498047,42.70000076293945,131.89999389648438,8.655115127563477,-0.17147919535636902,,,,,,,,,1048.93994140625,,,,,,,,,8.0,,,,,0.0,161.0,0.0,,1.0,12980.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.243861198425293,8821.7998046875,,,,,""
6384390465,"Dec 14, 2021, 8:28:25 PM",Fuck,Run,"Won’t you lend your lungs to me?
Mine are collapsing ",1132,3.75,189.0,19,false,,,activities/6786775652.fit.gz,,,1132.0,1129.0,3756.429931640625,5.333984375,3.327218770980835,54.0,32.0,185.39999389648438,229.8000030517578,11.884597778320312,0.6229321360588074,,,86.0,80.57384490966797,,159.18238830566406,,,226.0,,19.0,19.0,,,,,,,,,,,0.0,,0.0,,1.0,3910.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.3184010982513428,1923.800048828125,,,,,""
6388130051,"Dec 15, 2021, 6:45:09 PM",Missed my turn in Druid ,Run,I overdid it Monday w hill sprints :(,2212,6.99,187.0,58,false,,,activities/6790799842.fit.gz,,,2212.0,2121.0,6989.93994140625,5.136010646820068,3.2955870628356934,90.0,100.0,191.39999389648438,246.60000610351562,9.696914672851562,-0.12589526176452637,,,85.0,80.56043243408203,,169.7764129638672,,,436.0,,20.0,58.0,,,,,,7.0,,,,,0.0,67.0,0.0,,1.0,7132.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1600089073181152,449.1000061035156,,,,,""
6391070781,"Dec 16, 2021, 2:08:16 PM","Finally, some good fucking running ",Run,"Noshin on the Gnarrrr brah

Shoutout to valeria for eating the pavement for breakfast a quarter mile from the finish",3496,10.37,,,false,,,activities/6391070781.gpx,,,3496.0,3037.0,10378.9296875,8.273999214172363,3.417494058609009,116.06307983398438,102.66300201416016,65.4000015258789,135.89999389648438,14.20495891571045,0.12910772860050201,,,,,,,,,853.3925170898438,,,,,,,,,8.0,,,,,0.0,130.0,0.0,,1.0,10560.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.968801498413086,0.0,,,,,""
6404181954,"Dec 19, 2021, 4:43:10 PM",Running from the cold up in New England ,Run,"Except it’s not really that cold

Running past “Boggy Hole Road” is all the motivation I need to keep going",3585,11.27,189.0,76,false,,,activities/6808134574.fit.gz,,,3585.0,3442.0,11274.7099609375,4.958333492279053,3.275627613067627,39.0,53.0,-11.600000381469727,13.399999618530273,8.626405715942383,-0.13481499254703522,,,85.0,82.69143676757812,,163.265869140625,,,683.0,,12.0,76.0,,,,,,,,,,,0.0,,0.0,,1.0,11304.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.144967794418335,0.0,,,,,""
6407681321,"Dec 20, 2021, 5:43:35 PM","Speedy Gonzalez, take 1",Run,Procrastinating a final report,1810,6.39,189.0,35,false,,,activities/6811943481.fit.gz,,,1810.0,1806.0,6395.419921875,4.676676273345947,3.5412070751190186,19.0,34.0,-6.400000095367432,15.0,12.914344787597656,-0.24079732596874237,,,90.0,83.80055236816406,,162.56787109375,,,379.0,,11.0,35.0,,,,,,7.0,,,,,0.0,57.0,0.0,,1.0,6404.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.533381223678589,0.0,,,,,""
6427057368,"Dec 25, 2021, 6:48:46 PM",Easing back in,Run,Holy ankle ow. New shoes and taking it easy tho. Alieve in my future but it’s not bad,1820,5.47,190.0,42,false,,,activities/6832800407.fit.gz,,,1820.0,1801.0,5472.5,6.464062690734863,3.0385897159576416,36.0,34.0,-56.0,-45.0,11.095749855041504,0.003654650878161192,,,85.0,79.7271728515625,,165.4834747314453,,,351.0,,25.0,42.0,,,,,,6.0,,,,,0.0,47.0,0.0,,1.0,5520.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0068681240081787,3329.699951171875,,,,,""
6430996490,"Dec 26, 2021, 8:05:56 PM",TFW you forget to start the clock,Run,"It was 4.2 miles and I sprinted the last straight ok I swear

Bagel time",2,0.00,,,false,,,activities/6430996490.gpx,,,2.0,2.0,6.480000019073486,3.240000009536743,3.240000009536743,0.0,0.0,97.0999984741211,97.0999984741211,0.0,0.0,,,,,,,,,0.5252740383148193,,,,,,,,,,,,,,,,0.0,,1.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.240000009536743,6.5,,,,,""
6439726662,"Dec 28, 2021, 5:25:23 PM",Shoutout to the one kid who bombed the slope on one ski,Alpine Ski,"Wheeeeeee

Sweet parallel turn work ",3648,8.34,127.0,3,false,,,activities/6846549855.fit.gz,,,3648.0,1721.0,8348.599609375,10.444987297058105,4.851016521453857,0.0,1360.0,304.3999938964844,653.7999877929688,-1.4853134155273438,-4.137220859527588,,,,,,100.30023956298828,,,122.0,,14.0,3.0,,4,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.288541555404663,0.0,,,,,""
6451881720,"Dec 31, 2021, 2:18:21 PM",Way warmer than it should be,Run,Earn your turns,1943,6.57,186.0,55,false,,,activities/6859669860.fit.gz,,,1943.0,1897.0,6574.72021484375,5.623331546783447,3.4658515453338623,51.0,113.0,507.0,603.2000122070312,6.557346820831299,-0.9217127561569214,,,86.0,82.03179931640625,,171.07408142089844,,,396.0,,16.0,55.0,,,,,,3.0,,,,,0.0,15.0,0.0,,1.0,6536.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.383798360824585,722.7000122070312,,,,,""
6462337071,"Jan 2, 2022, 4:12:19 PM",Phone straight up froze,Run,lol low 20s in a t shirt and shorts with no cell service was a bad idea but I survived without hypothermia. Call it 4 mi,2232,3.15,,,false,,,activities/6462337071.gpx,,,2232.0,942.0,3152.840087890625,4.290002346038818,3.346963882446289,60.302330017089844,60.302330017089844,495.3999938964844,548.2000122070312,11.093453407287598,0.0,,,,,,,,,265.6431884765625,,,,,,,,,,,,,,,,0.0,,1.0,3287.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4125627279281616,0.0,,,,,""
